Id,ProductId,UserId,ProfileName,HelpfulnessNumerator,HelpfulnessDenominator,Score,Time,Summary,Text,Sentiment,HelpfulnessRatio,Year,ReviewLength
108,B75435,A3828,User_107,45,58,5,2013-05-06,Good product,Terrible quality. Broke after one day. Very disappointed.,Positive,0.776,2013,8
109,B61856,A8292,Anonymous,21,56,3,2013-04-06,Bad quality,Fast delivery! Product exceeded my expectations.,Neutral,0.375,2013,6
110,B94259,A2438,User_109,14,39,1,2015-02-11,Good product,Great value for money. Works perfectly.,Negative,0.359,2015,6
111,B70142,A6236,User_110,39,44,3,2018-03-01,Waste of money,Would not recommend. Poor build quality.,Neutral,0.886,2018,6
112,B28726,A6692,User_111,20,58,2,2015-11-02,Waste of money,This product is absolutely amazing! Totally worth the price.,Negative,0.345,2015,9
113,B44718,A2063,User_112,1,1,5,2016-09-08,Waste of money,Great value for money. Works perfectly.,Positive,14.0,2016,6
114,B28301,A9882,User_113,21,29,5,2015-11-17,Great,This product is absolutely amazing! Totally worth the price.,Positive,0.724,2015,9
115,B42325,A5757,User_114,27,29,5,2013-10-15,Love it,"It's okay, nothing special. Average product.",Positive,0.931,2013,6
116,B83579,A5914,User_115,11,11,5,2014-11-12,Good product,Love it! Will buy again for sure.,Positive,1.182,2014,7
117,B80644,A3580,User_116,9,9,5,2019-12-17,Terrible,Would not recommend. Poor build quality.,Positive,2.889,2019,6
118,B44438,A3852,User_117,40,43,3,2017-09-14,Bad quality,Love it! Will buy again for sure.,Neutral,0.93,2017,7
119,B86622,A6922,User_118,10,10,5,2011-07-03,Terrible,Would not recommend. Poor build quality.,Positive,3.9,2011,6
120,B66155,A9335,User_119,14,14,4,2013-11-04,Terrible,Love it! Will buy again for sure.,Positive,1.929,2013,7
121,B86484,A4673,User_120,15,15,5,2015-07-01,Terrible,Great value for money. Works perfectly.,Positive,1.667,2015,6
122,B62350,A2988,User_121,16,16,5,2014-01-11,Bad quality,Love it! Will buy again for sure.,Positive,3.0,2014,7
123,B57447,A4292,User_122,1,25,4,2018-05-31,Waste of money,Surprisingly good. Better than expected!,Positive,0.04,2018,5
124,B38746,A3275,User_123,1,1,2,2012-02-11,Terrible,Would not recommend. Poor build quality.,Negative,24.0,2012,6
125,B28131,A4878,User_124,2,49,3,2011-11-07,Bad quality,This product is absolutely amazing! Totally worth the price.,Neutral,0.041,2011,9
126,B76784,A9094,User_125,7,11,4,2019-02-08,Bad quality,Would not recommend. Poor build quality.,Positive,0.636,2019,6
127,B74686,A1430,User_126,43,50,5,2014-07-11,Love it,"It's okay, nothing special. Average product.",Positive,0.86,2014,6
128,B21915,A6912,User_127,25,25,5,2010-03-20,Bad quality,Fast delivery! Product exceeded my expectations.,Positive,1.28,2010,6
129,B16175,A7044,User_128,22,22,1,2012-07-24,Waste of money,Surprisingly good. Better than expected!,Negative,1.864,2012,5
130,B24371,A8657,User_129,17,17,4,2012-07-07,Terrible,Defective out of the box. Waste of money.,Positive,2.0,2012,8
131,B30033,A3126,User_130,5,31,4,2018-02-26,No Summary,Would not recommend. Poor build quality.,Positive,0.161,2018,6
132,B92240,A2412,User_131,38,48,3,2011-06-22,Great,Terrible quality. Broke after one day. Very disappointed.,Neutral,0.792,2011,8
133,B30969,A2077,User_132,22,37,2,2012-05-15,Bad quality,Great value for money. Works perfectly.,Negative,0.595,2012,6
134,B99192,A6067,User_133,24,56,4,2018-03-26,Okay,Great value for money. Works perfectly.,Positive,0.429,2018,6
135,B65333,A7523,User_134,46,46,5,2010-03-31,Okay,Love it! Will buy again for sure.,Positive,1.065,2010,7
136,B88172,A8842,User_135,2,2,4,2016-08-12,Okay,Love it! Will buy again for sure.,Positive,21.0,2016,7
137,B18326,A9612,User_136,18,37,4,2015-08-29,Bad quality,Great value for money. Works perfectly.,Positive,0.486,2015,6
138,B60432,A7730,User_137,2,2,5,2011-11-24,Waste of money,Customer service was unhelpful. Product is fine though.,Positive,2.0,2011,8
139,B60019,A7708,User_138,10,29,4,2011-05-20,Terrible,Surprisingly good. Better than expected!,Positive,0.345,2011,5
140,B88104,A2208,User_139,0,0,5,2014-02-10,Good product,Surprisingly good. Better than expected!,Positive,0.0,2014,5
141,B71348,A3053,User_140,9,29,5,2017-12-22,Good product,This product is absolutely amazing! Totally worth the price.,Positive,0.31,2017,9
142,B79352,A6194,User_141,7,44,3,2017-04-18,Good product,Would not recommend. Poor build quality.,Neutral,0.159,2017,6
143,B42953,A2215,User_142,23,31,4,2018-11-19,Waste of money,Defective out of the box. Waste of money.,Positive,0.742,2018,8
144,B82512,A8372,User_143,27,27,4,2010-06-03,Love it,Great value for money. Works perfectly.,Positive,1.0,2010,6
145,B11504,A8632,User_144,20,20,3,2014-03-17,Great,Would not recommend. Poor build quality.,Neutral,2.0,2014,6
146,B99166,A9476,User_145,35,57,1,2019-10-31,Great,Surprisingly good. Better than expected!,Negative,0.614,2019,5
147,B25014,A6644,User_146,36,45,5,2017-03-07,Okay,"It's okay, nothing special. Average product.",Positive,0.8,2017,6
148,B99353,A3102,User_147,12,12,4,2012-11-13,Okay,Great value for money. Works perfectly.,Positive,1.667,2012,6
149,B80381,A3981,User_148,7,26,1,2018-08-26,Bad quality,Would not recommend. Poor build quality.,Negative,0.269,2018,6
150,B44973,A3114,User_149,8,35,3,2015-12-31,Good product,Surprisingly good. Better than expected!,Neutral,0.229,2015,5
151,B94012,A8088,User_150,6,6,5,2016-12-27,Bad quality,Fast delivery! Product exceeded my expectations.,Positive,7.667,2016,6
152,B54587,A9238,User_151,14,21,3,2010-07-19,Good product,Surprisingly good. Better than expected!,Neutral,0.667,2010,5
153,B24621,A1907,User_152,9,9,2,2016-08-29,Okay,Love it! Will buy again for sure.,Negative,5.222,2016,7
154,B48469,A3034,User_153,38,38,4,2010-07-16,Terrible,Terrible quality. Broke after one day. Very disappointed.,Positive,1.184,2010,8
155,B66985,A9488,User_154,39,52,5,2017-06-04,Love it,Customer service was unhelpful. Product is fine though.,Positive,0.75,2017,8
156,B30730,A3507,User_155,14,14,3,2011-03-19,Bad quality,Customer service was unhelpful. Product is fine though.,Neutral,1.214,2011,8
157,B69470,A5982,User_156,14,14,5,2017-05-01,Love it,Love it! Will buy again for sure.,Positive,2.929,2017,7
158,B10425,A3697,User_157,3,3,5,2019-05-18,Love it,Love it! Will buy again for sure.,Positive,6.333,2019,7
159,B44522,A3653,User_158,5,31,3,2010-03-22,Love it,Great value for money. Works perfectly.,Neutral,0.161,2010,6
160,B75612,A6286,User_159,11,22,5,2010-07-17,Okay,Fast delivery! Product exceeded my expectations.,Positive,0.5,2010,6
161,B33416,A4694,User_160,1,54,4,2017-09-26,Great,Fast delivery! Product exceeded my expectations.,Positive,0.019,2017,6
162,B76542,A6669,User_161,5,5,5,2011-04-20,Okay,Great value for money. Works perfectly.,Positive,1.2,2011,6
163,B23947,A9501,User_162,15,23,5,2014-09-04,Love it,Would not recommend. Poor build quality.,Positive,0.652,2014,6
164,B91959,A5653,User_163,2,19,4,2014-12-25,Okay,Great value for money. Works perfectly.,Positive,0.105,2014,6
165,B49117,A2292,User_164,44,57,1,2014-04-07,Love it,Defective out of the box. Waste of money.,Negative,0.772,2014,8
166,B93748,A5105,User_165,2,36,5,2011-05-22,Waste of money,Defective out of the box. Waste of money.,Positive,0.056,2011,8
167,B76540,A4216,User_166,19,19,4,2016-02-20,Good product,Customer service was unhelpful. Product is fine though.,Positive,1.368,2016,8
168,B89818,A5496,User_167,11,11,3,2012-11-01,Great,Surprisingly good. Better than expected!,Neutral,4.455,2012,5
169,B36071,A3050,User_168,32,32,1,2015-04-28,Waste of money,Great value for money. Works perfectly.,Negative,1.312,2015,6
170,B30032,A5961,User_169,27,27,5,2017-11-14,Terrible,Great value for money. Works perfectly.,Positive,1.444,2017,6
171,B59009,A9740,User_170,7,7,5,2011-09-20,Okay,Would not recommend. Poor build quality.,Positive,5.286,2011,6
172,B31174,A2530,User_171,0,0,1,2012-04-21,Terrible,This product is absolutely amazing! Totally worth the price.,Negative,0.0,2012,9
173,B80697,A9234,User_172,27,36,4,2017-10-18,Bad quality,Customer service was unhelpful. Product is fine though.,Positive,0.75,2017,8
174,B79514,A3762,User_173,0,21,3,2017-09-09,Okay,Customer service was unhelpful. Product is fine though.,Neutral,0.0,2017,8
175,B10074,A3526,User_174,5,5,5,2017-01-25,Good product,Customer service was unhelpful. Product is fine though.,Positive,1.4,2017,8
176,B88504,A3804,User_175,20,20,2,2010-02-08,Waste of money,Surprisingly good. Better than expected!,Negative,1.8,2010,5
177,B52487,A6531,User_176,31,31,5,2013-05-18,Good product,Love it! Will buy again for sure.,Positive,1.0,2013,7
178,B74042,A1674,User_177,34,34,4,2014-09-20,Bad quality,"It's okay, nothing special. Average product.",Positive,1.382,2014,6
179,B12552,A1464,User_178,14,14,5,2017-06-03,Love it,This product is absolutely amazing! Totally worth the price.,Positive,3.0,2017,9
180,B24662,A2330,User_179,4,4,2,2011-02-18,No Summary,Surprisingly good. Better than expected!,Negative,9.0,2011,5
181,B57576,A1744,User_180,3,59,4,2017-06-06,Good product,Defective out of the box. Waste of money.,Positive,0.051,2017,8
182,B50306,A5336,User_181,29,55,2,2015-11-02,Love it,Would not recommend. Poor build quality.,Negative,0.527,2015,6
183,B41385,A4453,User_182,5,45,5,2013-01-10,Okay,Love it! Will buy again for sure.,Positive,0.111,2013,7
184,B17592,A7825,User_183,45,49,5,2016-12-25,Love it,Defective out of the box. Waste of money.,Positive,0.918,2016,8
185,B41571,A1496,User_184,18,47,3,2016-10-16,Waste of money,Love it! Will buy again for sure.,Neutral,0.383,2016,7
186,B84364,A9159,User_185,5,5,5,2017-11-10,Good product,Fast delivery! Product exceeded my expectations.,Positive,6.2,2017,6
187,B20322,A9938,User_186,8,24,5,2011-07-16,Love it,Customer service was unhelpful. Product is fine though.,Positive,0.333,2011,8
188,B21226,A5745,User_187,11,55,5,2014-09-12,Bad quality,Love it! Will buy again for sure.,Positive,0.2,2014,7
189,B73699,A5949,User_188,10,45,4,2019-04-26,Bad quality,Terrible quality. Broke after one day. Very disappointed.,Positive,0.222,2019,8
190,B19071,A8912,User_189,45,58,3,2011-03-06,Good product,Customer service was unhelpful. Product is fine though.,Neutral,0.776,2011,8
191,B79822,A5012,User_190,15,55,1,2015-09-27,Waste of money,Customer service was unhelpful. Product is fine though.,Negative,0.273,2015,8
192,B26483,A7653,User_191,0,39,5,2018-01-23,Terrible,Would not recommend. Poor build quality.,Positive,0.0,2018,6
193,B26828,A5873,User_192,28,28,5,2016-12-05,Waste of money,This product is absolutely amazing! Totally worth the price.,Positive,1.571,2016,9
194,B96474,A8430,User_193,6,6,5,2011-04-28,Great,Defective out of the box. Waste of money.,Positive,3.333,2011,8
195,B72296,A2195,User_194,29,39,4,2013-03-03,Great,Love it! Will buy again for sure.,Positive,0.744,2013,7
196,B82063,A1981,User_195,12,12,4,2011-04-12,Great,Love it! Will buy again for sure.,Positive,1.0,2011,7
197,B31643,A3589,User_196,33,37,5,2018-10-20,Good product,Fast delivery! Product exceeded my expectations.,Positive,0.892,2018,6
198,B44741,A8202,User_197,3,17,5,2011-03-12,Bad quality,Customer service was unhelpful. Product is fine though.,Positive,0.176,2011,8
199,B79163,A7809,User_198,1,1,5,2015-08-01,Okay,Great value for money. Works perfectly.,Positive,27.0,2015,6
200,B89507,A8933,User_199,7,7,5,2012-03-24,Bad quality,"It's okay, nothing special. Average product.",Positive,5.286,2012,6
201,B65461,A8609,User_200,10,10,5,2016-10-30,Okay,Great value for money. Works perfectly.,Positive,3.0,2016,6
202,B37760,A4342,User_201,26,32,1,2012-03-29,Okay,Love it! Will buy again for sure.,Negative,0.812,2012,7
203,B80686,A6573,User_202,4,53,2,2018-09-22,Bad quality,Great value for money. Works perfectly.,Negative,0.075,2018,6
204,B36365,A3353,Anonymous,24,37,5,2012-12-13,Good product,Would not recommend. Poor build quality.,Positive,0.649,2012,6
205,B50857,A6121,User_204,2,47,5,2019-04-29,Waste of money,Terrible quality. Broke after one day. Very disappointed.,Positive,0.043,2019,8
206,B62296,A6231,User_205,26,26,1,2015-11-13,Okay,Love it! Will buy again for sure.,Negative,1.231,2015,7
207,B98039,A6658,User_206,3,19,2,2012-04-06,Terrible,Love it! Will buy again for sure.,Negative,0.158,2012,7
208,B95180,A7532,User_207,11,11,5,2014-01-06,Bad quality,Terrible quality. Broke after one day. Very disappointed.,Positive,2.182,2014,8
209,B58944,A3142,User_208,19,42,1,2017-11-21,Bad quality,Defective out of the box. Waste of money.,Negative,0.452,2017,8
210,B67422,A7070,User_209,30,30,2,2014-08-06,Great,Terrible quality. Broke after one day. Very disappointed.,Negative,1.1,2014,8
211,B77839,A9437,User_210,25,26,4,2013-04-24,Waste of money,Great value for money. Works perfectly.,Positive,0.962,2013,6
212,B69177,A2739,User_211,4,31,5,2011-10-19,Great,Would not recommend. Poor build quality.,Positive,0.129,2011,6
213,B25860,A6228,User_212,9,9,5,2010-06-11,Bad quality,Fast delivery! Product exceeded my expectations.,Positive,3.778,2010,6
214,B42493,A4960,User_213,2,2,3,2016-02-24,Bad quality,Defective out of the box. Waste of money.,Neutral,13.5,2016,8
215,B39451,A8642,User_214,28,44,5,2015-07-27,Okay,Surprisingly good. Better than expected!,Positive,0.636,2015,5
216,B18392,A3007,User_215,8,26,3,2012-04-30,Waste of money,Fast delivery! Product exceeded my expectations.,Neutral,0.308,2012,6
217,B54313,A5382,User_216,34,34,4,2017-09-19,Love it,This product is absolutely amazing! Totally worth the price.,Positive,1.088,2017,9
218,B12757,A8366,Anonymous,30,30,5,2015-05-23,Terrible,This product is absolutely amazing! Totally worth the price.,Positive,1.633,2015,9
219,B87110,A5061,User_218,5,14,5,2013-09-16,Okay,This product is absolutely amazing! Totally worth the price.,Positive,0.357,2013,9
220,B82603,A3308,User_219,15,15,5,2012-08-18,Bad quality,This product is absolutely amazing! Totally worth the price.,Positive,1.2,2012,9
221,B40161,A2586,User_220,12,12,5,2010-01-12,Okay,Would not recommend. Poor build quality.,Positive,3.583,2010,6
222,B87128,A1829,User_221,10,48,5,2010-02-22,Terrible,Fast delivery! Product exceeded my expectations.,Positive,0.208,2010,6
223,B38864,A5754,User_222,1,34,1,2017-07-14,Bad quality,Customer service was unhelpful. Product is fine though.,Negative,0.029,2017,8
224,B10942,A7293,User_223,46,51,4,2010-12-31,Terrible,"It's okay, nothing special. Average product.",Positive,0.902,2010,6
